order_id,user_id,course_id,price,payment_status,sale_date,created_at
ORD_500064,USER_4427,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 19:53:48
ORD_500065,USER_1798,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 19:23:20
ORD_500066,USER_4824,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 19:03:20
ORD_500067,USER_3540,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 19:13:01
ORD_500068,USER_0467,COURSE_DESIGN_04,39000,COMPLETED,2026-01-01,2026-01-01 20:07:54
ORD_500069,USER_0008,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:14:46
ORD_500070,USER_4281,COURSE_DESIGN_04,39000,CANCELLED,2026-01-01,2026-01-01 20:20:58
ORD_500071,USER_2201,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:58:01
ORD_500072,USER_3537,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 20:56:18
ORD_500073,USER_0603,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:34:07
ORD_500074,USER_1271,COURSE_DESIGN_04,39000,COMPLETED,2026-01-01,2026-01-01 20:55:49
ORD_500075,USER_4587,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:30:00
ORD_500076,USER_4405,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:55:23
ORD_500077,USER_2749,COURSE_DATA_03,129000,COMPLETED,2026-01-01,2026-01-01 20:44:23
ORD_500078,USER_0065,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 20:18:34
ORD_500079,USER_1566,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 20:09:55
ORD_500080,USER_4855,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 20:05:46
ORD_500081,USER_1498,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:40:59
ORD_500082,USER_1713,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:28:15
ORD_500083,USER_2786,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:50:41
ORD_500084,USER_1744,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 20:49:49
ORD_500085,USER_0369,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:52:02
ORD_500086,USER_2663,COURSE_DATA_03,129000,COMPLETED,2026-01-01,2026-01-01 20:44:16
ORD_500087,USER_4126,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:07:29
ORD_500088,USER_1307,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 20:30:13
ORD_500089,USER_4792,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 20:56:33
ORD_500090,USER_4531,COURSE_MIGYUNG_01,99000,CANCELLED,2026-01-01,2026-01-01 20:10:48
ORD_500091,USER_4035,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:30:59
ORD_500092,USER_4514,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:10:05
ORD_500093,USER_3094,COURSE_DATA_03,129000,COMPLETED,2026-01-01,2026-01-01 21:54:01
ORD_500094,USER_1820,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 21:23:50
ORD_500095,USER_2571,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:42:47
ORD_500096,USER_0843,COURSE_DESIGN_04,39000,COMPLETED,2026-01-01,2026-01-01 21:14:58
ORD_500097,USER_4398,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 21:30:50
ORD_500098,USER_2322,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:42:50
ORD_500099,USER_2892,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:20:42
ORD_500100,USER_1417,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:02:26
ORD_500101,USER_0876,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:17:40
ORD_500102,USER_0646,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 21:20:02
ORD_500103,USER_1832,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 22:36:52
ORD_500104,USER_0008,COURSE_CODING_02,59000,CANCELLED,2026-01-01,2026-01-01 22:59:17
ORD_500105,USER_1750,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 22:00:21
ORD_500106,USER_1107,COURSE_DATA_03,129000,COMPLETED,2026-01-01,2026-01-01 22:24:39
ORD_500107,USER_3476,COURSE_DATA_03,129000,COMPLETED,2026-01-01,2026-01-01 22:05:49
ORD_500108,USER_3692,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 22:40:31
ORD_500109,USER_4976,COURSE_DESIGN_04,39000,COMPLETED,2026-01-01,2026-01-01 22:05:19
ORD_500110,USER_2817,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 22:01:26
ORD_500111,USER_3896,COURSE_DATA_03,129000,COMPLETED,2026-01-01,2026-01-01 22:14:53
ORD_500112,USER_2708,COURSE_DESIGN_04,39000,COMPLETED,2026-01-01,2026-01-01 22:51:33
ORD_500113,USER_0828,COURSE_DATA_03,129000,COMPLETED,2026-01-01,2026-01-01 22:37:59
ORD_500114,USER_2406,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 22:19:17
ORD_500115,USER_1757,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 23:17:04
ORD_500116,USER_0692,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 23:44:37
ORD_500117,USER_0906,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 23:10:42
ORD_500118,USER_4713,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 23:27:08
ORD_500119,USER_1583,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 23:50:40
ORD_500120,USER_2028,COURSE_CODING_02,59000,COMPLETED,2026-01-01,2026-01-01 23:54:13
ORD_500121,USER_2063,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 23:15:15
ORD_500122,USER_2722,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-01,2026-01-01 23:21:06
ORD_500123,USER_1004,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 06:17:50
ORD_500124,USER_2543,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 06:07:19
ORD_500125,USER_2116,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 06:59:20
ORD_500126,USER_2015,COURSE_DATA_03,129000,CANCELLED,2026-01-02,2026-01-02 06:57:44
ORD_500127,USER_2396,COURSE_CODING_02,59000,CANCELLED,2026-01-02,2026-01-02 06:29:40
ORD_500128,USER_3657,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 07:49:15
ORD_500129,USER_4258,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 07:19:07
ORD_500130,USER_2203,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 07:34:18
ORD_500131,USER_0890,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 07:03:22
ORD_500132,USER_0015,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 07:43:10
ORD_500133,USER_2114,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 07:08:08
ORD_500134,USER_0276,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 07:08:18
ORD_500135,USER_1782,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 07:03:16
ORD_500136,USER_1129,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 09:50:29
ORD_500137,USER_3363,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 09:45:07
ORD_500138,USER_4386,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 09:38:46
ORD_500139,USER_2530,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 09:12:08
ORD_500140,USER_4453,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 10:13:38
ORD_500141,USER_0276,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 10:55:15
ORD_500142,USER_1824,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 11:12:09
ORD_500143,USER_3941,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 11:43:58
ORD_500144,USER_3366,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 11:40:38
ORD_500145,USER_1380,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 11:45:58
ORD_500146,USER_0815,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 12:05:06
ORD_500147,USER_4448,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 12:50:42
ORD_500148,USER_2442,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 12:20:27
ORD_500149,USER_0508,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 12:11:05
ORD_500150,USER_4740,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 13:41:58
ORD_500151,USER_4207,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 13:43:53
ORD_500152,USER_3105,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 13:58:43
ORD_500153,USER_1532,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 13:32:15
ORD_500154,USER_0886,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 13:05:12
ORD_500155,USER_2581,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 13:50:06
ORD_500156,USER_2648,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 13:18:52
ORD_500157,USER_2741,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 13:50:22
ORD_500158,USER_2927,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 13:56:16
ORD_500159,USER_4745,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 14:54:38
ORD_500160,USER_3172,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 14:40:45
ORD_500161,USER_2574,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 14:55:10
ORD_500162,USER_1983,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 14:59:41
ORD_500163,USER_2673,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 14:09:35
ORD_500164,USER_2421,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 14:00:35
ORD_500165,USER_3301,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 15:21:18
ORD_500166,USER_0234,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 15:35:31
ORD_500167,USER_3222,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 15:08:56
ORD_500168,USER_3874,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 16:28:46
ORD_500169,USER_3605,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 16:45:26
ORD_500170,USER_0876,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 16:33:32
ORD_500171,USER_0512,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 16:50:10
ORD_500172,USER_4964,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 16:04:03
ORD_500173,USER_1478,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 16:02:20
ORD_500174,USER_4368,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 16:02:21
ORD_500175,USER_4374,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 17:31:30
ORD_500176,USER_1838,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 17:29:22
ORD_500177,USER_1225,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 17:57:12
ORD_500178,USER_3136,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 17:26:45
ORD_500179,USER_0797,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 18:15:33
ORD_500180,USER_0491,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 18:58:48
ORD_500181,USER_4169,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 18:52:05
ORD_500182,USER_3330,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 18:14:36
ORD_500183,USER_0495,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 18:46:24
ORD_500184,USER_4195,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 18:14:09
ORD_500185,USER_1507,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 18:22:42
ORD_500186,USER_4223,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 19:38:44
ORD_500187,USER_3558,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 19:08:16
ORD_500188,USER_0440,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 19:00:50
ORD_500189,USER_2122,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 19:33:32
ORD_500190,USER_1276,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 19:32:28
ORD_500191,USER_0230,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 19:09:13
ORD_500192,USER_3415,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 19:28:17
ORD_500193,USER_2985,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 19:39:28
ORD_500194,USER_1250,COURSE_MIGYUNG_01,99000,CANCELLED,2026-01-02,2026-01-02 20:29:13
ORD_500195,USER_2500,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 20:00:17
ORD_500196,USER_3076,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:20:12
ORD_500197,USER_0420,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:30:25
ORD_500198,USER_2922,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:18:03
ORD_500199,USER_0438,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:10:56
ORD_500200,USER_3341,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:36:16
ORD_500201,USER_1497,COURSE_DESIGN_04,39000,COMPLETED,2026-01-02,2026-01-02 20:38:39
ORD_500202,USER_3818,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:27:24
ORD_500203,USER_1161,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:55:11
ORD_500204,USER_2738,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:06:31
ORD_500205,USER_1512,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 20:46:51
ORD_500206,USER_2709,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:42:45
ORD_500207,USER_2196,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:19:46
ORD_500208,USER_4004,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 20:09:40
ORD_500209,USER_2497,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:09:37
ORD_500210,USER_0707,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 20:42:32
ORD_500211,USER_0795,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 20:54:01
ORD_500212,USER_0321,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 20:42:06
ORD_500213,USER_3952,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 20:22:03
ORD_500214,USER_0716,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 20:54:46
ORD_500215,USER_4029,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:17:42
ORD_500216,USER_4224,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 21:31:12
ORD_500217,USER_3445,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:19:46
ORD_500218,USER_4794,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:35:58
ORD_500219,USER_3689,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 21:08:54
ORD_500220,USER_2871,COURSE_MIGYUNG_01,99000,CANCELLED,2026-01-02,2026-01-02 21:01:06
ORD_500221,USER_4893,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 21:42:30
ORD_500222,USER_0251,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:49:02
ORD_500223,USER_4855,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:43:23
ORD_500224,USER_2996,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:31:56
ORD_500225,USER_1483,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:52:27
ORD_500226,USER_1970,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 21:54:25
ORD_500227,USER_3459,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 21:00:51
ORD_500228,USER_0472,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 21:03:11
ORD_500229,USER_1399,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 21:57:13
ORD_500230,USER_2456,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 22:38:06
ORD_500231,USER_4207,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 22:23:54
ORD_500232,USER_3932,COURSE_CODING_02,59000,COMPLETED,2026-01-02,2026-01-02 22:51:48
ORD_500233,USER_2047,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 22:59:03
ORD_500234,USER_4013,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 22:36:22
ORD_500235,USER_0547,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 22:43:00
ORD_500236,USER_2159,COURSE_MIGYUNG_01,99000,CANCELLED,2026-01-02,2026-01-02 22:01:08
ORD_500237,USER_3197,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 22:33:11
ORD_500238,USER_3154,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 22:54:35
ORD_500239,USER_4870,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 22:41:01
ORD_500240,USER_3750,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 23:41:36
ORD_500241,USER_1140,COURSE_DATA_03,129000,COMPLETED,2026-01-02,2026-01-02 23:01:34
ORD_500242,USER_4569,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 23:18:48
ORD_500243,USER_3593,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-02,2026-01-02 23:57:25
ORD_500244,USER_4555,COURSE_CODING_02,59000,COMPLETED,2026-01-03,2026-01-03 02:03:04
ORD_500245,USER_4091,COURSE_MIGYUNG_01,99000,COMPLETED,2026-01-03,2026-01-03 02:16:15
ORD_500246,USER_0808,COURSE_DESIGN_04,39000,COMPLETED,2026-01-03,2026-01-03 03:21:05
ORD_500247,USER_4191,COURSE_CODING_02,59000,COMPLETED,2026-01-03,2026-01-03 04:23:02
